rank,items,positions,layout,config_items_to_assign,config_positions_to_assign,config_items_assigned,config_positions_assigned,config_items_constrained,config_positions_constrained,objectives_used,weights_used,maximize_used,engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger,combined_score
1146,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[E],[F],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[E],[F],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498997336,0.757958740,0.724208998,0.870818726,0.712995950
1147,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[E],[U],[F]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[E],[U],[F]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499220136,0.756913078,0.724103492,0.872003541,0.713060062
1148,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[E],[L],[F]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[E],[L],[F]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499360548,0.757269455,0.722967559,0.870894764,0.712623082
1149,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[F],[U],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[F],[U],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499264999,0.756416734,0.724273939,0.872407037,0.713090677
1150,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[F],[U],[L]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[J],[F],[U],[L]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498958583,0.756421164,0.724716607,0.871640786,0.712934285
1151,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[E],[F],[J]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[E],[F],[J]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498077118,0.758200663,0.724947802,0.871449880,0.713168866
1152,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[E],[J],[F]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[E],[J],[F]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498073103,0.758182353,0.724798404,0.872569221,0.713405770
1153,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[E],[J],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[E],[J],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.496966937,0.759092232,0.726158830,0.872399103,0.713654276
1154,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[E],[J],[L]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[E],[J],[L]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.497122466,0.758960424,0.725715366,0.872079104,0.713469340
1155,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[F],[U],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[F],[U],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.497242536,0.756647933,0.725066614,0.872974020,0.712982776
1156,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[F],[U],[J]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[F],[U],[J]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.497885362,0.756794091,0.725836229,0.872525614,0.713260324
1157,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[F],[J],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[F],[J],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498118138,0.757684279,0.724969931,0.872974020,0.713436592
1158,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[F],[J],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[F],[J],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.497657556,0.757820383,0.725857142,0.872525614,0.713465174
1159,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[U],[J],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[U],[J],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.496914168,0.758342891,0.725768613,0.872746242,0.713442978
1160,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[J],[F],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[J],[F],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498119848,0.758238579,0.724764244,0.871807821,0.713232623
1161,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[J],[F],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[J],[F],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.497659681,0.758375871,0.725645037,0.871355235,0.713258956
1162,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[J],[U],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[D],[;],[J],[U],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.497238339,0.758103136,0.725947969,0.872746242,0.713508921
1163,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[W],[E],[J],[D]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[W],[E],[J],[D]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498635078,0.757782335,0.723654353,0.872234093,0.713076465
1164,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[W],[E],[J],[L]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[W],[E],[J],[L]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498022786,0.758570495,0.724143588,0.871477199,0.713053517
1165,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[W],[J],[D],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[W],[J],[D],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498786158,0.757941746,0.723462022,0.871487080,0.712919251
1166,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[W],[L],[J],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[W],[L],[J],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498031813,0.758323613,0.723855398,0.871683167,0.712973498
1167,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[D],[J],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[D],[J],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498915804,0.757552391,0.723766966,0.871905533,0.713035174
1168,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[D],[J],[L]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[D],[J],[L]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499070577,0.757421029,0.723326015,0.871586471,0.712851023
1169,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[U],[J],[D]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[U],[J],[D]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498837842,0.757315377,0.723742458,0.872290017,0.713046423
1170,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[S],[D]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[S],[D]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499391886,0.757281216,0.722793958,0.871414794,0.712720464
1171,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[D],[W]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[D],[W]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498853167,0.757755999,0.722922996,0.871248799,0.712695240
1172,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[D],[S]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[D],[S]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499280327,0.757383372,0.722715601,0.871248799,0.712657025
1173,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[D],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[D],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499041726,0.758222820,0.723946730,0.871203701,0.713103744
1174,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[D],[L]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[D],[L]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499196401,0.758090276,0.723512225,0.870892788,0.712922922
1175,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[U],[D]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[U],[D]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499159807,0.757085783,0.723927364,0.872290017,0.713115743
1176,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[L],[D]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[L],[D]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499300334,0.757432300,0.722852555,0.871245591,0.712707695
1177,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[L],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[J],[L],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498534512,0.758347250,0.723779588,0.870811737,0.712868272
1178,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[L],[J],[D]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[L],[J],[D]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499054769,0.757683394,0.723354084,0.871781284,0.712968383
1179,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[L],[J],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[E],[L],[J],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498288181,0.758599257,0.724288571,0.871353129,0.713132284
1180,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[D],[E],[J],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[D],[E],[J],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499193475,0.757131156,0.723528242,0.871905533,0.712939602
1181,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[D],[E],[J],[L]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[D],[E],[J],[L]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499348120,0.756999949,0.723087491,0.871586471,0.712755508
1182,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[D],[J],[U],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[D],[J],[U],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499461933,0.756158523,0.723362399,0.872290017,0.712818218
1183,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[U],[E],[J],[D]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[U],[E],[J],[D]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498746764,0.757508480,0.723910788,0.872070997,0.713059257
1184,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[U],[J],[D],[E]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[U],[J],[D],[E]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.498897629,0.757687336,0.723687699,0.871266918,0.712884895
1185,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[S],[D]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[S],[D]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499868258,0.757026724,0.722828662,0.871131034,0.712713670
1186,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[D],[W]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[D],[W]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499330352,0.757502204,0.722887322,0.870890766,0.712652661
1187,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[D],[U]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[D],[U]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499518589,0.757969886,0.723903688,0.870836980,0.713057286
1188,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[D],[L]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[D],[L]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499672963,0.757836211,0.723477361,0.870535416,0.712880488
1189,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[U],[D]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[U],[D]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499636252,0.756811414,0.723998347,0.872070997,0.713129252
1190,etaoinsrhldcumfpgwybvkxjqz,"Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[U],[L]","etaoinsrhldcumfpgwybvkxjqz -> Q,W,E,R,A,S,D,F,U,I,O,P,J,K,L,;,[Q],[R],[I],[K],[A],[F],[J],[E],[U],[L]",etaoinsrhldcumfpgwybvkxjqz,QWERASDFUIOPJKL;,,,,,"engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger","1.0,1.0,1.0,1.0","True,True,True,True",0.499025730,0.757594493,0.724484540,0.871314821,0.713104896
